"",Cappuccino,Short,Skimmed,229,55,0.1,0.1,8.1,7.1,0.0,5.2,0.15,7.1,7.1,0.0,75
"",,,Semi Skimmed,325,78,2.8,1.8,7.7,6.7,0.0,5.1,0.15,6.7,6.7,0.0,75
"",,,Whole,385,92,4.7,2.7,7.5,6.5,0.0,5.0,0.14,6.5,6.5,0.0,75
"",,,Soya,259,62,2.2,0.3,5.5,3.3,0.6,4.3,0.17,3.3,N/A,3.3,75
"",,,Coconut,350,85,5.5,5.1,7.9,5.9,0.0,0.0,0.15,5.9,N/A,5.9,75
"",,Tall,Skimmed,291,70,0.1,0.1,10.5,8.5,0.0,6.5,0.18,8.5,8.5,0.0,150
"",,,Semi Skimmed,405,97,3.4,1.7,10.2,8.2,0.0,6.4,0.20,8.2,8.2,0.0,150
"",,,Whole,484,116,5.6,3.2,10.2,8.2,0.0,6.1,0.19,8.2,8.2,0.0,150
"",,,Soya,309,74,2.5,0.3,7.0,3.8,0.6,5.1,0.15,3.8,N/A,3.8,150
"",,,Coconut,488,118,7.0,6.6,12.0,7.5,0.6,1.0,0.15,7.5,N/A,7.5,150
"",,Grande,Skimmed,344,82,0.2,0.1,12.3,10.3,0.0,7.7,0.22,10.3,10.3,0.0,150
"",,,Semi Skimmed,483,115,4.1,2.6,11.7,9.7,0.0,7.6,0.22,9.7,9.7,0.0,150
"",,,Whole,570,136,6.8,3.9,11.4,9.4,0.0,7.4,0.21,9.4,9.4,0.0,150
"",,,Soya,386,92,3.2,0.4,8.5,4.7,0.8,6.4,0.24,4.7,N/A,4.7,150
"",,,Coconut,681,165,10.0,9.6,16.0,11.0,0.8,1.0,0.20,11.0,N/A,11.0,150
"",,Venti,Skimmed,480,115,0.2,0.2,17.2,14.2,0.0,10.8,0.30,14.2,14.2,0.0,225
"",,,Semi Skimmed,672,161,5.7,2.9,16.8,13.8,0.0,10.6,0.34,13.8,13.8,0.0,225
"",,,Whole,804,192,9.3,5.4,16.8,13.8,0.0,10.1,0.31,13.8,13.8,0.0,225
"",,,Soya,515,123,4.2,0.6,11.5,6.4,1.1,8.5,0.25,6.4,N/A,6.4,225
"",,,Coconut,837,202,13.0,12.0,20.0,13.0,1.1,1.4,0.25,13.0,N/A,13.0,225
"",Caffe Misto,Short,Skimmed,156,37,0.1,0.1,5.3,5.3,0.0,3.7,0.12,5.3,5.3,0.0,75
"",,Semi Skimmed,227,54,2.1,1.3,5.0,5.0,0.0,3.6,0.11,5.0,5.0,0.0,75,
"",,Whole,271,65,3.5,2.0,4.8,4.8,0.0,3.6,0.11,4.8,4.8,0.0,75,
"",,Soya,177,42,1.6,0.2,3.3,2.4,0.4,3.0,0.13,2.4,N/A,2.4,75,
"",Tall,Skimmed,234,56,0.2,0.1,7.9,7.9,0.0,5.6,0.18,7.9,7.9,0.0,115,
"",,Semi Skimmed,340,81,3.2,2.0,7.5,7.5,0.0,5.5,0.17,7.5,7.5,0.0,115,
"",,Whole,407,97,5.2,3.0,7.2,7.2,0.0,5.3,0.17,7.2,7.2,0.0,115,
"",,Soya,263,63,2.4,0.3,4.9,3.6,0.6,4.5,0.19,3.6,N/A,3.6,115,
"",Grande,Skimmed,304,73,0.2,0.1,10.3,10.3,0.0,7.2,0.23,10.3,10.3,0.0,150,
"",,Semi Skimmed,442,106,4.1,2.6,9.7,9.7,0.0,7.1,0.22,9.7,9.7,0.0,150,
"",,Whole,529,126,6.8,3.9,9.4,9.4,0.0,6.9,0.22,9.4,9.4,0.0,150,
"",,Soya,343,82,3.2,0.4,6.4,4.7,0.8,5.9,0.25,4.7,N/A,4.7,150,
"",Venti,Skimmed,385,92,0.3,0.2,13.0,13.0,0.0,9.2,0.29,13.0,13.0,0.0,195,
"",,Semi Skimmed,560,134,5.2,3.3,12.3,12.3,0.0,9.0,0.28,12.3,12.3,0.0,195,
"",,Whole,670,160,8.6,4.9,11.8,11.8,0.0,8.8,0.28,11.8,11.8,0.0,195,
"",,Soya,434,104,4.0,0.5,8.1,5.9,1.0,7.5,0.32,5.9,N/A,5.9,195,
Flat White,Short,Whole,498,119,5.8,3.3,10.1,8.1,0.0,6.5,0.18,8.1,8.1,0.0,150,
"","Winter 2017Beverage NutritionInformation*Beverage",,,,,,,,,,,,,,,
"","Caramel Macchiato(made with vanilla syrup as standard)",Short,Skimmed,407,97,0.9,0.6,16.8,15.1,0.0,5.6,0.18,15.1,7.9,7.2,75
"",,,Semi Skimmed,510,122,3.8,2.4,16.3,14.7,0.0,5.5,0.18,14.7,7.9,6.8,75
"",,,Whole,574,137,5.7,3.3,16.1,14.5,0.0,5.3,0.17,14.5,7.4,7.1,75
"",,,Soya,433,104,3.0,0.8,13.9,11.0,0.6,4.5,0.19,11.0,N/A,11.0,75
"",,,Coconut,518,124,6.2,5.4,16.0,14.0,0.6,0.0,0.18,14.0,N/A,14.0,75
"",,Tall,Skimmed,689,165,1.0,0.6,28.7,25.9,0.6,10.2,0.31,25.9,10.2,15.7,150
"",,,Semi Skimmed,875,209,6.3,3.3,28.2,25.5,0.0,10.0,0.35,25.5,10.2,15.3,150
"",,,Whole,1003,240,9.8,5.7,28.2,25.5,0.0,9.6,0.32,25.5,9.6,15.9,150
"",,,Soya,700,167,4.6,1.0,23.0,18.2,0.9,7.5,0.26,18.2,N/A,18.2,150
"",,,Coconut,761,183,8.1,7.3,26.0,22.0,0.9,0.7,0.28,22.0,N/A,22.0,150
"",,Grande,Skimmed,807,193,1.1,0.7,34.9,31.9,0.0,10.7,0.34,31.9,10.2,21.7,150
"",,,Semi Skimmed,1004,240,6.7,4.3,34.0,31.0,0.0,10.5,0.33,31.0,15.4,15.6,150
"",,,Whole,1127,269,10.5,6.0,33.6,30.6,0.0,10.3,0.32,30.6,14.4,16.2,150
"",,,Soya,864,207,5.3,1.1,29.4,23.9,1.1,8.8,0.37,23.9,N/A,23.9,150
"",,,Coconut,1041,250,11.0,10.0,35.0,31.0,1.1,0.7,0.35,31.0,N/A,31.0,150
"",,Venti,Skimmed,1093,261,1.2,0.8,47.0,42.8,0.0,15.4,0.47,42.8,18.1,24.7,225
"",,,Semi Skimmed,1377,329,9.3,4.8,46.3,42.1,0.0,15.1,0.53,42.1,18.1,24.0,225
"",,,Whole,1571,376,14.6,8.5,46.3,42.1,0.0,14.5,0.48,42.1,17.0,25.1,225
"",,,Soya,1170,280,7.4,1.4,39.0,31.6,1.6,12.5,0.41,31.6,N/A,31.6,225
"",,,Coconut,1284,308,13.0,12.0,44.0,38.0,1.6,1.1,0.40,38.0,N/A,38.0,225
"","Caffe Mocha(served with whipped cream)",Short,Skimmed,671,160,6.4,3.5,22.4,17.2,0.9,6.8,0.17,17.2,8.6,8.6,90
"",,,Semi Skimmed,769,184,9.1,5.2,22.0,16.8,0.9,6.7,0.17,16.8,8.6,8.2,90
"",,,Whole,830,198,11.0,6.1,21.7,16.6,0.9,6.6,0.16,16.6,8.1,8.5,90
"",,,Soya,700,167,8.5,3.7,19.7,13.3,1.5,5.9,0.21,13.3,N/A,13.3,90
"",,,Coconut,754,182,11.0,8.6,17.0,15.0,1.5,1.9,0.19,15.0,N/A,15.0,90
"",,Tall,Skimmed,998,239,8.5,5.6,33.7,26.7,1.5,10.0,0.25,26.7,12.3,14.4,170
"",,,Semi Skimmed,1144,273,12.7,7.7,33.3,26.3,1.5,9.8,0.27,26.3,12.3,14.0,170
"",,,Whole,1244,297,15.5,9.5,33.3,26.3,1.5,9.5,0.25,26.3,11.6,14.7,170
"",,,Soya,1035,247,11.8,5.8,29.8,20.1,2.4,8.8,0.21,20.1,N/A,20.1,170
"",,,Coconut,1053,253,14.0,12.0,26.0,22.0,2.4,2.8,0.25,22.0,N/A,22.0,170
"",,Grande,Skimmed,1205,288,9.5,4.9,43.8,33.7,1.9,13.4,0.33,33.7,12.4,21.3,175
"",,,Semi Skimmed,1400,335,15.0,8.4,42.9,32.9,1.9,13.2,0.32,32.9,16.9,16.0,175
"",,,Whole,1522,364,18.7,10.2,42.5,32.4,1.9,13.0,0.32,32.4,15.9,16.5,175
"",,,Soya,1265,302,13.7,5.3,38.4,25.9,3.0,11.6,0.36,25.9,N/A,25.9,175
"",,,Coconut,1395,335,19.0,15.0,35.0,30.0,3.0,3.6,0.34,30.0,N/A,30.0,175
"",,Venti,Skimmed,1501,359,10.9,7.1,55.1,43.8,2.4,16.5,0.40,43.8,20.7,23.1,255
"",,,Semi Skimmed,1743,417,17.7,10.5,54.5,43.2,2.4,16.2,0.45,43.2,20.7,22.5,255
"",,,Whole,1910,456,22.3,13.6,54.5,43.2,2.4,15.7,0.41,43.2,19.5,23.7,255
"",,,Soya,1559,373,15.8,6.9,49.6,34.9,3.9,15.0,0.37,34.9,N/A,34.9,225
"",,,Coconut,1654,398,21.0,17.0,43.0,36.0,3.9,4.5,0.39,36.0,N/A,36.0,225
"","White Chocolate Mocha(served with whipped cream)",Short,Skimmed,957,229,8.0,5.4,32.3,30.3,0.0,7.7,0.31,30.3,8.6,21.7,75
"",,Semi Skimmed,1055,252,10.8,7.2,31.8,29.9,0.0,7.6,0.31,29.9,8.6,21.3,75,
"",,Whole,1116,267,12.7,8.1,31.6,29.7,0.0,7.5,0.30,29.7,8.1,21.6,75,
"",,Soya,986,236,10.1,5.6,29.6,26.4,0.6,6.8,0.33,26.4,N/A,26.4,75,
"",,Coconut,980,236,12.0,9.5,31.0,24.0,0.6,1.0,0.31,24.0,N/A,24.0,75,
"",Tall,Skimmed,1370,327,10.4,7.1,48.1,44.8,0.0,11.4,0.46,44.8,12.3,32.5,150,
"",,Semi Skimmed,1350,323,14.5,9.1,47.7,44.4,0.0,11.2,0.48,44.4,12.3,32.1,150,
"",,Whole,1609,385,17.1,11.0,0.0,47.7,0.0,10.9,0.46,47.7,11.6,36.1,150,
"",,Soya,1947,465,20.4,11.4,54.2,49.3,0.8,16.6,0.65,49.3,N/A,49.3,150,
"",,Coconut,1400,337,16.0,13.0,46.0,36.0,0.0,1.4,0.48,36.0,N/A,36.0,150,
"",Grande,Skimmed,1777,425,12.9,8.8,63.5,59.9,0.0,15.1,0.61,59.9,12.4,47.5,150,
"",,Semi Skimmed,1972,471,18.4,12.3,62.7,59.1,0.0,14.9,0.61,59.1,16.9,42.2,150,
"",,Whole,2094,500,22.1,14.1,62.3,58.6,0.0,14.7,0.60,58.6,15.9,42.7,150,
"",,Soya,1837,439,17.0,9.2,58.2,52.1,1.1,13.3,0.65,52.1,N/A,52.1,150,
"",,Coconut,1855,446,21.0,17.0,62.0,49.0,0.0,1.9,0.60,49.0,N/A,49.0,150,
Iced Caffe Latte,Short,Skimmed,235,56,0.2,0.0,8.6,7.4,0.0,5.0,0.00,7.4,7.4,0.0,87,
"",Semi Skimmed,324,77,2.5,1.5,8.6,7.4,0.0,5.0,0.00,7.4,7.4,0.0,87,,
"",Whole,421,100,5.4,3.4,8.1,7.0,0.0,5.0,0.00,7.0,7.0,0.0,87,,
"",Soya,267,64,2.8,0.4,5.7,4.6,1.0,4.0,0.00,4.6,N/A,4.6,87,,
"",Coconut,271,65,4.3,4.0,6.2,4.6,1.0,0.0,0.00,4.6,N/A,4.6,87,,
Tall,Skimmed,264,63,0.1,0.1,9.5,7.5,0.0,5.8,0.17,7.5,7.5,0.0,150,,
"",Semi Skimmed,365,87,3.0,1.5,9.3,7.3,0.0,5.7,0.19,7.3,7.3,0.0,150,,
"",Whole,435,104,4.9,2.8,9.3,7.3,0.0,5.5,0.18,7.3,7.3,0.0,150,,
"",Soya,296,71,2.4,0.3,6.7,3.6,0.6,4.9,0.16,3.6,N/A,3.6,150,,
"",Coconut,329,78,5.3,4.9,7.3,5.7,1.0,0.0,0.00,5.7,N/A,5.7,150,,
Grande,Skimmed,375,90,0.2,0.1,13.4,11.4,0.0,8.5,0.25,11.4,11.4,0.0,150,,
"",Semi Skimmed,529,126,4.5,2.9,12.7,10.8,0.0,8.3,0.25,10.8,10.8,0.0,150,,
"",Whole,625,149,7.5,4.3,12.4,10.4,0.0,8.1,0.24,10.4,10.4,0.0,150,,
"",Soya,437,104,3.6,0.5,9.5,5.5,0.9,7.3,0.29,5.5,N/A,5.5,150,,
"",Coconut,428,102,6.7,6.2,10.1,7.1,1.0,0.0,0.00,7.1,N/A,7.1,174,,
Venti,Skimmed,399,95,0.2,0.1,14.4,11.4,0.0,8.8,0.26,11.4,11.4,0.0,225,,
Semi Skimmed,553,132,4.6,2.3,14.0,11.1,0.0,8.7,0.29,11.1,11.1,0.0,225,,,
Whole,659,158,7.5,4.3,14.0,11.1,0.0,8.3,0.27,11.1,11.1,0.0,225,,,
Soya,455,109,3.7,0.5,10.3,5.5,0.9,7.5,0.24,5.5,N/A,5.5,225,,,
Coconut,481,114,7.6,7.0,11.2,8.1,1.0,0.0,0.00,8.1,N/A,8.1,225,,,
"","Winter 2017Beverage NutritionInformation*Beverage",,,,,,,,,,,,,,,
"",Iced Cappuccino,Short,Skimmed,235,56,0.2,0.0,8.6,7.4,0.0,5.0,0.00,7.4,7.4,0.0,87
"",,,Semi Skimmed,324,77,2.5,1.5,8.6,7.4,0.0,5.0,0.00,7.4,7.4,0.0,87
"",,,Whole,421,100,5.4,3.4,8.1,7.0,0.0,5.0,0.00,7.0,7.0,0.0,87
"",,,Soya,267,64,2.8,0.4,5.7,4.6,1.0,4.0,0.00,4.6,N/A,4.6,87
"",,,Coconut,271,65,4.3,4.0,6.2,4.6,1.0,0.0,0.00,4.6,N/A,4.6,87
"",,Tall,Skimmed,284,68,0.1,0.1,10.2,8.2,0.0,6.3,0.18,8.2,8.2,0.0,150
"",,,Semi Skimmed,395,94,3.3,1.7,10.0,8.0,0.0,6.2,0.20,8.0,8.0,0.0,150
"",,,Whole,471,113,5.4,3.1,10.0,8.0,0.0,6.0,0.18,8.0,8.0,0.0,150
"",,,Soya,296,71,2.4,0.3,6.7,3.6,0.6,4.9,0.16,3.6,N/A,3.6,150
"",,,Coconut,289,70,4.3,4.0,7.1,4.5,0.6,0.0,0.18,4.5,N/A,4.5,150
"",,Grande,Skimmed,375,90,0.2,0.1,13.4,11.4,0.0,8.5,0.25,11.4,11.4,0.0,150
"",,,Semi Skimmed,529,126,4.5,2.9,12.7,10.8,0.0,8.3,0.25,10.8,10.8,0.0,150
"",,,Whole,625,149,7.5,4.3,12.4,10.4,0.0,8.1,0.24,10.4,10.4,0.0,150
"",,,Soya,464,111,4.0,0.5,10.0,6.0,1.0,7.7,0.24,6.0,N/A,6.0,150
"",,,Coconut,414,100,6.4,5.9,9.6,6.8,1.0,0.0,0.18,6.8,N/A,6.8,150
"",,Venti,Skimmed,424,101,0.2,0.1,15.3,12.3,0.0,9.4,0.26,12.3,12.3,0.0,225
"",,,Semi Skimmed,590,141,4.9,2.5,14.9,11.9,0.0,9.3,0.29,11.9,11.9,0.0,225
"",,,Whole,705,168,8.1,4.6,14.9,11.9,0.0,8.9,0.27,11.9,11.9,0.0,225
"",,,Soya,485,116,3.9,0.5,10.9,5.9,1.0,8.0,0.24,5.9,N/A,5.9,225
"",,,Coconut,466,113,6.8,6.4,11.0,7.3,1.0,0.8,0.26,7.3,N/A,7.3,225
"",Iced Coffee/ Cold Brew,Tall,,11,3,0.1,0.0,0.0,0.0,0.0,0.3,0.01,0.0,0.0,0.0,180
"",,Grande,,16,4,0.1,0.0,0.0,0.0,0.0,0.5,0.02,0.0,0.0,0.0,260
"",,Venti,,21,5,0.1,0.0,0.0,0.0,0.0,0.6,0.02,0.0,0.0,0.0,330
"",Iced Caffe Americano,Tall,,48,11,0.0,0.0,2.0,0.0,0.0,0.7,0.02,0.0,0.0,0.0,150
"",,Grande,,72,17,0.0,0.0,3.0,0.0,0.0,1.1,0.02,0.0,0.0,0.0,225
"",,Venti,,97,23,0.0,0.0,4.0,0.0,0.0,1.4,0.03,0.0,0.0,0.0,300
"","Iced Caffe Mocha(topped with whipped cream)",Tall,Skimmed,869,208,9.8,5.3,28.9,21.7,1.4,7.2,0.18,21.7,7.5,14.2,170
"",,,Semi Skimmed,940,225,11.8,6.3,28.2,20.0,1.4,6.5,0.16,20.0,7.5,12.5,170
"",,,Whole,988,236,13.1,7.2,28.2,20.0,1.4,6.3,0.15,20.0,7.1,12.9,170
"",,,Soya,894,214,11.3,5.5,26.5,17.5,1.8,6.0,0.14,17.5,N/A,17.5,170
"",,,Coconut,842,202,11.0,8.7,20.0,26.0,1.8,2.6,0.15,26.0,N/A,26.0,170
"",,Grande,Skimmed,1209,289,13.6,7.4,38.9,28.5,1.9,9.5,0.22,28.5,7.8,20.7,175
"",,,Semi Skimmed,1321,316,16.8,9.5,38.5,28.0,1.9,9.4,0.22,28.0,9.4,18.6,175
"",,,Whole,1391,333,18.9,10.5,38.2,27.8,1.9,9.2,0.22,27.8,8.9,18.9,175
"",,,Soya,1256,300,16.1,7.7,36.1,24.2,2.6,8.7,0.25,24.2,N/A,24.2,175
"",,,Coconut,1190,286,17.0,13.0,28.0,23.0,2.6,3.4,0.22,23.0,N/A,23.0,175
"",,Venti,Skimmed,1320,315,14.1,7.5,45.4,32.1,2.4,10.0,0.22,32.1,10.2,21.9,255
"",,,Semi Skimmed,1422,340,17.0,9.0,45.1,31.9,2.4,9.9,0.24,31.9,10.2,21.7,255
"",,,Whole,1493,357,19.0,10.3,45.1,31.9,2.4,9.6,0.22,31.9,9.6,22.3,255
"",,,Soya,1358,325,16.4,7.8,42.7,28.2,3.0,9.1,0.20,28.2,N/A,28.2,255
"",,,Coconut,1341,322,17.0,13.0,34.0,28.0,3.0,4.5,0.22,28.0,N/A,28.0,255
"",Iced Caramel Macchiato,Tall,Skimmed,518,124,1.1,0.7,22.9,19.9,0.0,5.4,0.18,19.9,9.9,10.0,150
"",Semi Skimmed,609,146,3.7,2.0,22.7,19.7,0.0,5.3,0.20,19.7,9.9,9.8,150,,
"",Whole,672,161,5.5,3.2,22.7,19.7,0.0,5.1,0.19,19.7,9.3,10.4,150,,
"",Soya,560,134,3.3,0.9,20.6,16.6,0.6,4.7,0.18,16.6,N/A,16.6,150,,
"",Coconut,554,133,5.7,5.0,19.0,16.0,0.6,0.6,0.18,16.0,N/A,16.0,150,,
Grande,Skimmed,785,188,1.3,0.8,34.2,31.1,0.0,9.8,0.32,31.1,9.9,21.2,150,,
"",Semi Skimmed,965,231,6.3,4.0,33.4,30.3,0.0,9.6,0.31,30.3,13.4,16.9,150,,
"",Whole,1077,257,9.8,5.6,33.0,29.9,0.0,9.4,0.31,29.9,12.6,17.3,150,,
"",Soya,860,206,5.3,1.2,29.7,24.2,1.1,8.5,0.37,24.2,N/A,24.2,150,,
"",Coconut,712,171,7.2,6.4,25.0,22.0,0.0,0.6,0.30,22.0,N/A,22.0,150,,
Venti,Skimmed,791,189,1.2,0.8,36.5,32.3,0.0,7.9,0.26,32.3,14.6,17.7,225,,
"",Semi Skimmed,925,221,5.0,2.7,36.2,32.0,0.0,7.7,0.29,32.0,14.6,17.4,225,,
"",Whole,1017,243,7.5,4.4,36.2,32.0,0.0,7.4,0.27,32.0,13.7,18.3,225,,
"",Soya,840,201,4.2,1.1,33.0,27.2,0.8,6.7,0.24,27.2,N/A,27.2,225,,
"",Coconut,887,212,8.3,7.4,32.0,28.0,0.0,0.9,0.26,28.0,N/A,28.0,225,,
Tall,Skimmed,635,152,0.2,0.1,33.1,31.3,0.1,5.5,0.18,31.3,8.4,22.9,75,,
"",Semi Skimmed,736,176,3.0,1.9,32.6,30.9,0.1,5.4,0.18,30.9,8.4,22.5,75,,
"",Whole,799,191,5.0,2.8,32.4,30.6,0.1,5.3,0.17,30.6,7.9,22.7,75,,
"",Soya,677,162,2.4,0.3,30.5,27.4,0.7,4.8,0.21,27.4,N/A,27.4,75,,
"",Coconut,622,147,3.9,3.6,27.0,26.0,0.0,0.6,0.18,26.0,N/A,26.0,75,,
Grande,Skimmed,857,205,0.2,0.1,44.5,42.1,0.2,7.6,0.25,42.1,8.4,33.7,100,,
Semi Skimmed,997,238,4.2,2.6,43.9,41.5,0.2,7.4,0.24,41.5,11.0,30.5,100,,,
Whole,1084,259,6.9,3.9,43.5,41.2,0.2,7.3,0.24,41.2,10.3,30.9,100,,,
Soya,915,219,3.4,0.4,40.9,36.7,1.0,6.5,0.28,36.7,N/A,36.7,100,,,
Coconut,859,203,5.5,5.1,37.0,35.0,0.0,0.8,0.24,35.0,N/A,35.0,100,,,
Skimmed,1013,242,0.3,0.1,53.0,51.0,0.2,8.1,0.27,51.0,14.0,37.0,120,,,
Semi Skimmed,1159,277,4.4,2.8,53.0,50.0,0.2,7.9,0.26,50.0,14.0,36.0,120,,,
Whole,1251,299,7.2,4.1,53.0,50.0,0.2,7.7,0.26,50.0,13.2,36.8,120,,,
Soya,1071,256,3.5,0.5,50.0,45.0,1.1,7.0,0.30,45.0,N/A,45.0,120,,,
"",TEA,,,,,,,,,,,,,,,
"",English Breakfast Tea,Short,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,varies
"",,Tall,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,varies
"",,Grande,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,varies
"",,Venti,,0,0,0.1,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,varies
"",Earl Grey Tea,Short,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,varies
"",,Tall,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,varies
"",,Grande,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,varies
"",,Venti,,0,0,0.1,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,varies
"",Hibiscus Tea,Short,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,varies
"",,Tall,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,varies
"",,Grande,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,varies
"",,Venti,,0,0,0.1,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,varies
"",Emperor's Clouds & Mist Tea,Short,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,varies
"",,Tall,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,varies
"",,Grande,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,varies
"",,Venti,,0,0,0.1,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,varies
"",Mint Citrus Green Tea,Short,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,varies
"",,Tall,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,varies
"",,Grande,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,varies
"",,Venti,,0,0,0.1,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,varies
"",Mint Blend Tea,Short,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,varies
